01/01/00 00:00:01,1021.32
01/01/00 00:00:02,1021.11
01/01/00 00:00:03,1021.14
01/01/00 00:00:04,1021.16
01/01/00 00:00:05,1021.11
01/01/00 00:00:06,1021.27
01/01/00 00:00:07,1021.22
01/01/00 00:00:08,1021.17
01/01/00 00:00:09,1021.19
01/01/00 00:00:11,1021.18
01/01/00 00:00:12,1021.21
01/01/00 00:00:13,1021.21
01/01/00 00:00:14,1021.15
01/01/00 00:00:15,1021.10
01/01/00 00:00:16,1021.20
01/01/00 00:00:17,1021.16
01/01/00 00:00:18,1021.17
01/01/00 00:00:19,1021.12
01/01/00 00:00:20,1021.30
01/01/00 00:00:21,1021.28
01/01/00 00:00:22,1021.23
01/01/00 00:00:23,1021.21
01/01/00 00:00:24,1021.19
01/01/00 00:00:25,1021.11
01/01/00 00:00:27,1021.14
01/01/00 00:00:28,1021.10
01/01/00 00:00:29,1021.12
01/01/00 00:00:30,1021.13
01/01/00 00:00:01,1021.19
01/01/00 00:00:02,1021.21
01/01/00 00:00:03,1021.24
01/01/00 00:00:04,1021.14
01/01/00 00:00:05,1021.18
01/01/00 00:00:06,1021.17
01/01/00 00:00:07,1021.21
01/01/00 00:00:08,1021.19
01/01/00 00:00:10,1021.19
01/01/00 00:00:11,1021.19
01/01/00 00:00:12,1021.14
17/11/23 20:37:50,1021.19
17/11/23 20:37:51,1021.21
17/11/23 20:37:53,1021.18
17/11/23 20:37:54,1021.12
17/11/23 20:37:55,1021.17
17/11/23 20:37:56,1021.15
17/11/23 20:37:57,1021.26
17/11/23 20:37:58,1021.17
17/11/23 20:37:59,1021.11
17/11/23 20:38:00,1021.20
17/11/23 20:38:01,1021.21
17/11/23 20:38:02,1021.20
17/11/23 20:38:03,1021.23
17/11/23 20:38:04,1021.11
17/11/23 20:38:05,1021.22
17/11/23 20:38:06,1021.24
17/11/23 20:38:07,1021.23
17/11/23 20:38:09,1021.22
17/11/23 20:38:10,1021.12
17/11/23 20:38:11,1021.19
17/11/23 20:38:12,1021.09
17/11/23 20:38:13,1021.21
17/11/23 20:38:14,1021.10
17/11/23 20:38:15,1021.14
17/11/23 20:38:16,1021.09
17/11/23 20:38:17,1021.11
17/11/23 20:38:18,1021.17
17/11/23 20:38:19,1021.07
17/11/23 20:38:20,1021.11
17/11/23 20:38:21,1021.24
17/11/23 20:38:22,1021.13
